"Date","GameID","HomeTeam","AwayTeam","HomeWin","AwayWin"
2022-10-22,2022020077,"Edmonton Oilers","St. Louis Blues",0.529294111967119,0.470705888032881
2022-10-22,2022020078,"Montreal Canadiens","Dallas Stars",0.406370083646313,0.593629916353687
2022-10-22,2022020079,"Washington Capitals","Los Angeles Kings",0.658980953589984,0.341019046410016
2022-10-22,2022020080,"Tampa Bay Lightning","New York Islanders",0.662201590079413,0.337798409920587
2022-10-22,2022020081,"Columbus Blue Jackets","Pittsburgh Penguins",0.339525777009435,0.660474222990565
2022-10-22,2022020082,"Winnipeg Jets","Toronto Maple Leafs",0.470984462642552,0.529015537357448
2022-10-22,2022020083,"Nashville Predators","Philadelphia Flyers",0.662175759756558,0.337824240243442
2022-10-22,2022020084,"Vancouver Canucks","Buffalo Sabres",0.626009648852711,0.373990351147289
2022-10-22,2022020085,"Calgary Flames","Carolina Hurricanes",0.536464656743013,0.463535343256987
2022-10-22,2022020086,"Vegas Golden Knights","Colorado Avalanche",0.462193347071164,0.537806652928836
2022-10-23,2022020087,"Chicago Blackhawks","Seattle Kraken",0.576625519568872,0.423374480431128
2022-10-23,2022020088,"Detroit Red Wings","Anaheim Ducks",0.569471790430609,0.430528209569391
2022-10-23,2022020089,"New York Rangers","Columbus Blue Jackets",0.762226738885129,0.237773261114871
2022-10-23,2022020090,"Florida Panthers","New York Islanders",0.655708651181461,0.344291348818539
2022-10-23,2022020091,"Philadelphia Flyers","San Jose Sharks",0.611560200666602,0.388439799333398
2022-10-24,2022020092,"Ottawa Senators","Dallas Stars",0.472350286492143,0.527649713507857
2022-10-24,2022020093,"New Jersey Devils","Washington Capitals",0.389731972098209,0.610268027901791
2022-10-24,2022020094,"Edmonton Oilers","Pittsburgh Penguins",0.500870731530419,0.49912926846958
2022-10-24,2022020095,"Winnipeg Jets","St. Louis Blues",0.419136837502375,0.580863162497625
2022-10-24,2022020096,"Vegas Golden Knights","Toronto Maple Leafs",0.531114240451886,0.468885759548114
2022-10-24,2022020097,"Vancouver Canucks","Carolina Hurricanes",0.391794479698333,0.608205520301667
2022-10-25,2022020098,"Columbus Blue Jackets","Arizona Coyotes",0.696712402322921,0.303287597677079
2022-10-25,2022020099,"New York Rangers","Colorado Avalanche",0.477025992030806,0.522974007969194
2022-10-25,2022020100,"Boston Bruins","Dallas Stars",0.623168369052232,0.376831630947768
2022-10-25,2022020101,"Montreal Canadiens","Minnesota Wild",0.375244682129995,0.624755317870005
2022-10-25,2022020102,"Detroit Red Wings","New Jersey Devils",0.564298614227673,0.435701385772327
2022-10-25,2022020103,"Chicago Blackhawks","Florida Panthers",0.312637458926055,0.687362541073945
2022-10-25,2022020104,"Calgary Flames","Pittsburgh Penguins",0.566567259901868,0.433432740098132
2022-10-25,2022020105,"Seattle Kraken","Buffalo Sabres",0.458569505595433,0.541430494404567
2022-10-25,2022020106,"Los Angeles Kings","Tampa Bay Lightning",0.369330319491835,0.630669680508165
2022-10-25,2022020107,"San Jose Sharks","Vegas Golden Knights",0.327170565784856,0.672829434215144
2022-10-26,2022020108,"New York Islanders","New York Rangers",0.489551400981196,0.510448599018804
2022-10-26,2022020109,"St. Louis Blues","Edmonton Oilers",0.589715763344132,0.410284236655869
2022-10-26,2022020110,"Anaheim Ducks","Tampa Bay Lightning",0.27868469006817,0.72131530993183
2022-10-27,2022020111,"Boston Bruins","Detroit Red Wings",0.787362013708182,0.212637986291818
2022-10-27,2022020112,"Philadelphia Flyers","Florida Panthers",0.309107905021218,0.690892094978782
2022-10-27,2022020113,"Ottawa Senators","Minnesota Wild",0.473883179677195,0.526116820322805
2022-10-27,2022020114,"Buffalo Sabres","Montreal Canadiens",0.640151392128399,0.359848607871601
2022-10-27,2022020115,"Nashville Predators","St. Louis Blues",0.406763024950032,0.593236975049968
2022-10-27,2022020116,"Chicago Blackhawks","Edmonton Oilers",0.350334928289001,0.649665071710999
2022-10-27,2022020117,"Dallas Stars","Washington Capitals",0.546571700308572,0.453428299691428
2022-10-27,2022020118,"Seattle Kraken","Vancouver Canucks",0.467815301479694,0.532184698520306
2022-10-27,2022020119,"San Jose Sharks","Toronto Maple Leafs",0.306964875992964,0.693035124007035
2022-10-27,2022020120,"Los Angeles Kings","Winnipeg Jets",0.509290619242575,0.490709380757425
2022-10-28,2022020121,"Vegas Golden Knights","Anaheim Ducks",0.793620015837887,0.206379984162113
2022-10-28,2022020122,"Columbus Blue Jackets","Boston Bruins",0.351402155316066,0.648597844683934
2022-10-28,2022020123,"New Jersey Devils","Colorado Avalanche",0.257669564087593,0.742330435912407
2022-10-28,2022020124,"Carolina Hurricanes","New York Islanders",0.667167175697289,0.332832824302711
2022-10-28,2022020125,"Vancouver Canucks","Pittsburgh Penguins",0.432043084950377,0.567956915049623
2022-10-28,2022020126,"Arizona Coyotes","Winnipeg Jets",0.352610970182971,0.647389029817029
2022-10-29,2022020127,"Dallas Stars","New York Rangers",0.527288212608439,0.472711787391561
2022-10-29,2022020128,"Florida Panthers","Ottawa Senators",0.703170361596196,0.296829638403804
2022-10-29,2022020129,"San Jose Sharks","Tampa Bay Lightning",0.303772320148625,0.696227679851374
2022-10-29,2022020130,"Philadelphia Flyers","Carolina Hurricanes",0.316222804538119,0.683777195461881
2022-10-29,2022020131,"Buffalo Sabres","Chicago Blackhawks",0.600972488011997,0.399027511988003
2022-10-29,2022020132,"Detroit Red Wings","Minnesota Wild",0.334970868620465,0.665029131379535
2022-10-29,2022020133,"St. Louis Blues","Montreal Canadiens",0.765812136400819,0.234187863599181
2022-10-29,2022020134,"Los Angeles Kings","Toronto Maple Leafs",0.417130893189971,0.582869106810029
2022-10-29,2022020135,"New York Islanders","Colorado Avalanche",0.431951057616249,0.568048942383751
2022-10-29,2022020136,"Nashville Predators","Washington Capitals",0.491168915418893,0.508831084581107
2022-10-29,2022020137,"Calgary Flames","Edmonton Oilers",0.606679253710603,0.393320746289397
2022-10-29,2022020138,"Seattle Kraken","Pittsburgh Penguins",0.347317101534524,0.652682898465476
2022-10-30,2022020139,"New Jersey Devils","Columbus Blue Jackets",0.569735027134515,0.430264972865485
2022-10-30,2022020140,"Chicago Blackhawks","Minnesota Wild",0.397811301921405,0.602188698078595
2022-10-30,2022020141,"Arizona Coyotes","New York Rangers",0.285666119371959,0.714333880628041
2022-10-30,2022020142,"Anaheim Ducks","Toronto Maple Leafs",0.293880364125726,0.706119635874274
2022-10-30,2022020143,"Vegas Golden Knights","Winnipeg Jets",0.64618506712738,0.35381493287262
2022-10-31,2022020144,"Buffalo Sabres","Detroit Red Wings",0.652077502223592,0.347922497776408
2022-10-31,2022020145,"Carolina Hurricanes","Washington Capitals",0.632254617312901,0.367745382687099
2022-10-31,2022020146,"St. Louis Blues","Los Angeles Kings",0.673221551144805,0.326778448855195
2022-11-01,2022020147,"Pittsburgh Penguins","Boston Bruins",0.521146814504265,0.478853185495735
2022-11-01,2022020148,"Tampa Bay Lightning","Ottawa Senators",0.720441319247113,0.279558680752887
2022-11-01,2022020149,"New York Rangers","Philadelphia Flyers",0.759623353604044,0.240376646395956
2022-11-01,2022020150,"Washington Capitals","Vegas Golden Knights",0.513422648448228,0.486577351551772
2022-11-01,2022020151,"Minnesota Wild","Montreal Canadiens",0.725244452560475,0.274755547439525
2022-11-01,2022020152,"Chicago Blackhawks","New York Islanders",0.394602120651063,0.605397879348937
2022-11-01,2022020153,"Dallas Stars","Los Angeles Kings",0.61178678755071,0.38821321244929
2022-11-01,2022020154,"Edmonton Oilers","Nashville Predators",0.708853738229384,0.291146261770616
2022-11-01,2022020155,"Calgary Flames","Seattle Kraken",0.776839805697048,0.223160194302952
2022-11-01,2022020156,"Arizona Coyotes","Florida Panthers",0.265494104816036,0.734505895183964
2022-11-01,2022020157,"Vancouver Canucks","New Jersey Devils",0.645729129346402,0.354270870653598
2022-11-01,2022020158,"San Jose Sharks","Anaheim Ducks",0.5908890016565,0.4091109983435
2022-11-02,2022020159,"Toronto Maple Leafs","Philadelphia Flyers",0.754888144630836,0.245111855369164
2022-11-02,2022020160,"Buffalo Sabres","Pittsburgh Penguins",0.43326542871657,0.566734571283431
2022-11-03,2022020161,"New York Rangers","Boston Bruins",0.528094362675588,0.471905637324412
2022-11-03,2022020162,"Tampa Bay Lightning","Carolina Hurricanes",0.562411729451518,0.437588270548482
2022-11-03,2022020163,"Ottawa Senators","Vegas Golden Knights",0.409958976107916,0.590041023892084
2022-11-03,2022020164,"Detroit Red Wings","Washington Capitals",0.343662941879704,0.656337058120296
2022-11-03,2022020165,"Winnipeg Jets","Montreal Canadiens",0.69841182334505,0.30158817665495
2022-11-03,2022020166,"St. Louis Blues","New York Islanders",0.551354343266886,0.448645656733114
2022-11-03,2022020167,"Minnesota Wild","Seattle Kraken",0.71382481561544,0.28617518438456
2022-11-03,2022020168,"Chicago Blackhawks","Los Angeles Kings",0.479268686495251,0.520731313504749
2022-11-03,2022020169,"Calgary Flames","Nashville Predators",0.726527648593684,0.273472351406316
2022-11-03,2022020170,"Edmonton Oilers","New Jersey Devils",0.733424685592987,0.266575314407013
2022-11-03,2022020171,"Vancouver Canucks","Anaheim Ducks",0.703760842175632,0.296239157824368
2022-11-03,2022020172,"Arizona Coyotes","Dallas Stars",0.35327762911524,0.64672237088476
2022-11-03,2022020173,"San Jose Sharks","Florida Panthers",0.321450432638425,0.678549567361575
2022-11-04,2022020174,"Carolina Hurricanes","Buffalo Sabres",0.715197891850533,0.284802108149467
2022-11-04,2022020175,"Colorado Avalanche","Columbus Blue Jackets",0.828511963728588,0.171488036271412
2022-11-05,2022020176,"Winnipeg Jets","Chicago Blackhawks",0.684212871453955,0.315787128546045
2022-11-05,2022020177,"Edmonton Oilers","Dallas Stars",0.605348176034182,0.394651823965818
2022-11-05,2022020178,"Washington Capitals","Arizona Coyotes",0.777427486096974,0.222572513903026
2022-11-05,2022020179,"Toronto Maple Leafs","Boston Bruins",0.499606770646035,0.500393229353965
2022-11-05,2022020180,"Tampa Bay Lightning","Buffalo Sabres",0.708353443544814,0.291646556455186
2022-11-05,2022020181,"Detroit Red Wings","New York Islanders",0.329484618663052,0.670515381336948
2022-11-05,2022020182,"Ottawa Senators","Philadelphia Flyers",0.651385218723092,0.348614781276908
2022-11-05,2022020183,"Pittsburgh Penguins","Seattle Kraken",0.695254681166093,0.304745318833907
2022-11-05,2022020184,"Montreal Canadiens","Vegas Golden Knights",0.329863838494379,0.670136161505621
2022-11-05,2022020185,"Columbus Blue Jackets","Colorado Avalanche",0.251123303059997,0.748876696940002
2022-11-05,2022020186,"Vancouver Canucks","Nashville Predators",0.586948411914542,0.413051588085458
2022-11-05,2022020187,"Calgary Flames","New Jersey Devils",0.715360338679503,0.284639661320497
2022-11-05,2022020188,"San Jose Sharks","Anaheim Ducks",0.578677932289089,0.421322067710911
2022-11-05,2022020189,"Los Angeles Kings","Florida Panthers",0.426958107625842,0.573041892374158
2022-11-06,2022020190,"New York Rangers","Detroit Red Wings",0.756050906464624,0.243949093535376
2022-11-06,2022020191,"Carolina Hurricanes","Toronto Maple Leafs",0.607497603679093,0.392502396320907
2022-11-06,2022020192,"Anaheim Ducks","Florida Panthers",0.307370990683841,0.692629009316159
2022-11-07,2022020193,"New York Islanders","Calgary Flames",0.526238315806866,0.473761684193134
2022-11-07,2022020194,"Boston Bruins","St. Louis Blues",0.656739866967379,0.343260133032621
2022-11-07,2022020195,"Washington Capitals","Edmonton Oilers",0.509598036762202,0.490401963237799
2022-11-08,2022020196,"Buffalo Sabres","Arizona Coyotes",0.702262161261727,0.297737838738273
2022-11-08,2022020197,"New Jersey Devils","Calgary Flames",0.409259846251046,0.590740153748954
2022-11-08,2022020198,"New York Rangers","New York Islanders",0.565329123969148,0.434670876030852
2022-11-08,2022020199,"Philadelphia Flyers","St. Louis Blues",0.385294065503274,0.614705934496726
2022-11-08,2022020200,"Ottawa Senators","Vancouver Canucks",0.523443826163722,0.476556173836279
2022-11-08,2022020201,"Toronto Maple Leafs","Vegas Golden Knights",0.53835227669934,0.46164772330066
2022-11-08,2022020202,"Tampa Bay Lightning","Edmonton Oilers",0.600053706142263,0.399946293857737
2022-11-08,2022020203,"Detroit Red Wings","Montreal Canadiens",0.55328677103163,0.44671322896837
2022-11-08,2022020204,"Winnipeg Jets","Dallas Stars",0.52083866354208,0.47916133645792
2022-11-08,2022020205,"Seattle Kraken","Nashville Predators",0.524229815997718,0.475770184002282
2022-11-08,2022020206,"Los Angeles Kings","Minnesota Wild",0.488390860655497,0.511609139344503
2022-11-09,2022020207,"Florida Panthers","Carolina Hurricanes",0.527464032803222,0.472535967196778
2022-11-09,2022020208,"Washington Capitals","Pittsburgh Penguins",0.541936934684615,0.458063065315385
2022-11-09,2022020209,"Montreal Canadiens","Vancouver Canucks",0.445033452592265,0.554966547407735
2022-11-09,2022020210,"Anaheim Ducks","Minnesota Wild",0.358968085057605,0.641031914942395
2022-11-10,2022020211,"Boston Bruins","Calgary Flames",0.616349949671701,0.383650050328299
2022-11-10,2022020212,"Carolina Hurricanes","Edmonton Oilers",0.596251454556188,0.403748545443812
2022-11-10,2022020213,"New Jersey Devils","Ottawa Senators",0.580293536323294,0.419706463676706
2022-11-10,2022020214,"Columbus Blue Jackets","Philadelphia Flyers",0.528678434927672,0.471321565072328
2022-11-10,2022020215,"Buffalo Sabres","Vegas Golden Knights",0.380350134128631,0.619649865871369
2022-11-10,2022020216,"New York Islanders","Arizona Coyotes",0.773868820948268,0.226131179051732
2022-11-10,2022020217,"Detroit Red Wings","New York Rangers",0.359989989122038,0.640010010877962
2022-11-10,2022020218,"St. Louis Blues","San Jose Sharks",0.7232494125709,0.2767505874291
2022-11-10,2022020219,"Colorado Avalanche","Nashville Predators",0.771453789386335,0.228546210613665
2022-11-10,2022020220,"Los Angeles Kings","Chicago Blackhawks",0.655550533304628,0.344449466695372
2022-11-11,2022020221,"Toronto Maple Leafs","Pittsburgh Penguins",0.586787094963552,0.413212905036448
2022-11-11,2022020222,"Washington Capitals","Tampa Bay Lightning",0.470890908493761,0.529109091506239
2022-11-11,2022020223,"Dallas Stars","San Jose Sharks",0.746075890465109,0.253924109534891
2022-11-11,2022020224,"Seattle Kraken","Minnesota Wild",0.47075138654716,0.52924861345284
2022-11-12,2022020225,"Philadelphia Flyers","Ottawa Senators",0.499905172259054,0.500094827740946
2022-11-12,2022020226,"Florida Panthers","Edmonton Oilers",0.598994701859608,0.401005298140391
2022-11-12,2022020227,"New Jersey Devils","Arizona Coyotes",0.676952123826074,0.323047876173926
2022-11-12,2022020228,"Buffalo Sabres","Boston Bruins",0.343252236220732,0.656747763779268
2022-11-12,2022020229,"Montreal Canadiens","Pittsburgh Penguins",0.368356251891667,0.631643748108332
2022-11-12,2022020230,"Toronto Maple Leafs","Vancouver Canucks",0.666979345688331,0.33302065431167
2022-11-12,2022020231,"New York Islanders","Columbus Blue Jackets",0.73743049830565,0.26256950169435
2022-11-12,2022020232,"Nashville Predators","New York Rangers",0.428174563834999,0.571825436165001
2022-11-12,2022020233,"Colorado Avalanche","Carolina Hurricanes",0.616562109703281,0.383437890296719
2022-11-12,2022020234,"Anaheim Ducks","Chicago Blackhawks",0.518226370097203,0.481773629902797
2022-11-12,2022020235,"Vegas Golden Knights","St. Louis Blues",0.666044965539618,0.333955034460382
2022-11-12,2022020236,"Calgary Flames","Winnipeg Jets",0.591792793121007,0.408207206878993
2022-11-12,2022020237,"Los Angeles Kings","Detroit Red Wings",0.683752021317474,0.316247978682526
2022-11-13,2022020238,"Philadelphia Flyers","Dallas Stars",0.38145652125057,0.61854347874943
2022-11-13,2022020239,"New York Rangers","Arizona Coyotes",0.770767779268225,0.229232220731775
2022-11-13,2022020240,"Minnesota Wild","San Jose Sharks",0.738704720903402,0.261295279096598
2022-11-13,2022020241,"Boston Bruins","Vancouver Canucks",0.724248710374568,0.275751289625432
2022-11-13,2022020242,"Tampa Bay Lightning","Washington Capitals",0.619808794311407,0.380191205688593
2022-11-13,2022020243,"Seattle Kraken","Winnipeg Jets",0.463513931597631,0.536486068402369
2022-11-14,2022020244,"Ottawa Senators","New York Islanders",0.45068417274571,0.54931582725429
2022-11-14,2022020245,"Chicago Blackhawks","Carolina Hurricanes",0.322523920146728,0.677476079853272
2022-11-14,2022020246,"Calgary Flames","Los Angeles Kings",0.666049585191292,0.333950414808708
2022-11-14,2022020247,"Colorado Avalanche","St. Louis Blues",0.720655435986164,0.279344564013836
2022-11-15,2022020248,"Tampa Bay Lightning","Dallas Stars",0.607281108122028,0.392718891877973
2022-11-15,2022020249,"Montreal Canadiens","New Jersey Devils",0.491967644448469,0.508032355551531
2022-11-15,2022020250,"Columbus Blue Jackets","Philadelphia Flyers",0.579950422127149,0.420049577872851
2022-11-15,2022020251,"Pittsburgh Penguins","Toronto Maple Leafs",0.545612132530277,0.454387867469723
2022-11-15,2022020252,"Buffalo Sabres","Vancouver Canucks",0.516882488754493,0.483117511245507
2022-11-15,2022020253,"Florida Panthers","Washington Capitals",0.618496406458666,0.381503593541334
2022-11-15,2022020254,"Nashville Predators","Minnesota Wild",0.475689076330773,0.524310923669227
2022-11-15,2022020255,"Anaheim Ducks","Detroit Red Wings",0.53953606877636,0.46046393122364
2022-11-15,2022020256,"Vegas Golden Knights","San Jose Sharks",0.782523050029821,0.217476949970179
2022-11-16,2022020257,"Ottawa Senators","Buffalo Sabres",0.573187900452642,0.426812099547358
2022-11-16,2022020258,"Chicago Blackhawks","St. Louis Blues",0.384240090147221,0.615759909852779
2022-11-16,2022020259,"Edmonton Oilers","Los Angeles Kings",0.658662957394762,0.341337042605238
2022-11-17,2022020260,"Tampa Bay Lightning","Calgary Flames",0.58250405950066,0.41749594049934
2022-11-17,2022020261,"Carolina Hurricanes","Colorado Avalanche",0.495392143863006,0.504607856136994
2022-11-17,2022020262,"Florida Panthers","Dallas Stars",0.598579380138918,0.401420619861082
2022-11-17,2022020263,"Columbus Blue Jackets","Montreal Canadiens",0.546814491749765,0.453185508250235
2022-11-17,2022020264,"Toronto Maple Leafs","New Jersey Devils",0.673200788813716,0.326799211186284
2022-11-17,2022020265,"Boston Bruins","Philadelphia Flyers",0.814181690858247,0.185818309141753
2022-11-17,2022020266,"Winnipeg Jets","Anaheim Ducks",0.755807745085533,0.244192254914466
2022-11-17,2022020267,"Nashville Predators","New York Islanders",0.455266200341497,0.544733799658503
2022-11-17,2022020268,"Minnesota Wild","Pittsburgh Penguins",0.534031543792744,0.465968456207256
2022-11-17,2022020269,"St. Louis Blues","Washington Capitals",0.578826028783635,0.421173971216365
2022-11-17,2022020270,"Vegas Golden Knights","Arizona Coyotes",0.794019050482486,0.205980949517514
2022-11-17,2022020271,"Seattle Kraken","New York Rangers",0.418553725204421,0.581446274795579
2022-11-17,2022020272,"San Jose Sharks","Detroit Red Wings",0.599148306821113,0.400851693178887
2022-11-18,2022020273,"Vancouver Canucks","Los Angeles Kings",0.547416228576485,0.452583771423515
2022-11-19,2022020274,"Ottawa Senators","New Jersey Devils",0.521846623843677,0.478153376156323
2022-11-19,2022020275,"Florida Panthers","Calgary Flames",0.570095574794392,0.429904425205608
2022-11-19,2022020276,"Toronto Maple Leafs","Buffalo Sabres",0.723564900145141,0.276435099854859
2022-11-19,2022020277,"Boston Bruins","Chicago Blackhawks",0.812873841355832,0.187126158644168
2022-11-19,2022020278,"Washington Capitals","Colorado Avalanche",0.379278783044616,0.620721216955384
2022-11-19,2022020279,"Columbus Blue Jackets","Detroit Red Wings",0.584243662907673,0.415756337092327
2022-11-19,2022020280,"Montreal Canadiens","Philadelphia Flyers",0.591772052373559,0.408227947626441
2022-11-19,2022020281,"Winnipeg Jets","Pittsburgh Penguins",0.539748302642226,0.460251697357774
2022-11-19,2022020282,"St. Louis Blues","Anaheim Ducks",0.758018541981631,0.241981458018369
2022-11-19,2022020283,"Minnesota Wild","Carolina Hurricanes",0.458325008894628,0.541674991105372
2022-11-19,2022020284,"Dallas Stars","New York Islanders",0.560961809899749,0.439038190100251
2022-11-19,2022020285,"Nashville Predators","Tampa Bay Lightning",0.405911362855381,0.594088637144619
2022-11-19,2022020286,"Seattle Kraken","Los Angeles Kings",0.536756406287337,0.463243593712663
2022-11-19,2022020287,"Edmonton Oilers","Vegas Golden Knights",0.511159435886873,0.488840564113127
